"Format","MoTeC CSV File",,,"Workbook","Base"
"167.4","2283.20","3","0.00","100.00","0.01"
"168.1","2285.52","3","0.00","100.00","0.05"
"168.9","2287.84","3","0.00","100.00","0.10"
"169.6","2290.18","3","0.00","100.00","0.14"
"170.3","2292.52","3","0.00","100.00","0.19"
"171.0","2294.88","3","0.00","100.00","0.22"
"171.7","2297.25","3","0.00","100.00","0.24"
"172.3","2299.63","3","0.00","100.00","0.24"
"173.0","2302.02","3","0.00","100.00","0.25"
"173.6","2304.42","3","0.00","100.00","0.25"
"174.1","2306.82","0","0.00","100.00","0.24"
"174.1","2309.23","4","0.00","100.00","0.23"
"174.9","2311.65","4","0.00","100.00","0.23"
"175.5","2314.08","4","0.00","100.00","0.22"
"176.2","2316.52","4","0.00","100.00","0.22"
"176.8","2318.97","4","0.00","100.00","0.24"
"177.5","2321.42","4","0.00","100.00","0.24"
"178.1","2323.89","4","0.00","100.00","0.21"
"178.8","2326.36","4","0.00","100.00","0.16"
"179.4","2328.85","4","0.00","100.00","0.12"
"180.1","2331.34","4","0.00","100.00","0.11"
"180.7","2333.85","4","0.00","100.00","0.13"
"181.4","2336.36","4","0.00","100.00","0.16"
"182.0","2338.88","4","0.00","100.00","0.15"
"182.6","2341.41","4","0.00","100.00","0.12"
"183.3","2343.95","4","0.00","100.00","0.07"
"183.9","2346.50","4","0.00","100.00","0.03"
"184.6","2349.06","4","0.00","100.00","-0.00"
"185.2","2351.63","4","0.00","100.00","-0.03"
"185.8","2354.20","4","0.00","100.00","-0.02"
"186.4","2356.79","4","0.00","100.00","0.02"
"187.0","2359.38","4","0.00","100.00","0.05"
"187.6","2361.98","4","0.00","100.00","0.06"
"188.2","2364.59","4","0.00","100.00","0.06"
"188.8","2367.21","4","0.00","100.00","0.05"
"189.4","2369.84","4","0.00","100.00","0.05"
"190.0","2372.47","4","0.00","100.00","0.05"
"190.5","2375.12","4","0.00","100.00","0.06"
"191.1","2377.77","4","0.00","100.00","0.06"
"191.7","2380.43","4","0.00","100.00","0.07"
"192.2","2383.09","4","0.00","100.00","0.07"
"192.8","2385.77","4","0.00","100.00","0.07"
"193.3","2388.45","4","0.00","100.00","0.08"
"193.8","2391.14","4","0.00","100.00","0.10"
"194.4","2393.84","4","0.00","100.00","0.11"
"194.9","2396.54","4","0.00","100.00","0.09"
"195.5","2399.25","4","0.00","100.00","0.03"
"196.0","2401.97","4","0.00","100.00","-0.01"
"196.5","2404.70","4","0.00","100.00","0.00"
"197.0","2407.43","4","0.00","100.00","0.04"
"197.5","2410.17","4","0.00","100.00","0.06"
"198.0","2412.92","4","0.00","100.00","0.07"
"198.5","2415.67","4","0.00","100.00","0.06"
"198.9","2418.43","4","0.00","100.00","0.05"
"199.4","2421.20","4","0.00","100.00","0.04"
"199.9","2423.97","4","0.00","100.00","0.04"
"200.3","2426.75","4","0.00","100.00","0.05"
"200.8","2429.54","4","0.00","100.00","0.07"
"201.2","2432.33","4","0.00","100.00","0.09"
"201.7","2435.13","4","0.00","100.00","0.12"
"202.1","2437.93","4","0.00","100.00","0.13"
"202.6","2440.74","4","0.00","100.00","0.14"
"203.0","2443.56","4","0.00","100.00","0.14"
"203.4","2446.38","4","0.00","100.00","0.14"
"203.8","2449.21","4","0.00","100.00","0.13"
"204.2","2452.04","4","0.00","100.00","0.11"
"204.6","2454.88","4","0.00","100.00","0.07"
"204.9","2457.72","4","11.62","74.13","0.02"
"204.3","2460.57","4","25.81","37.93","-0.03"
"203.1","2463.40","4","38.63","16.00","-0.04"
"201.2","2466.21","4","52.48","7.03","-0.02"
"198.7","2468.98","4","62.92","2.91","-0.01"
"195.8","2471.72","4","70.88","0.00","-0.02"
"192.7","2474.42","4","76.22","0.00","-0.02"
"189.6","2477.07","4","78.89","0.00","-0.01"
"186.6","2479.69","4","79.55","0.00","-0.00"
"183.5","2482.26","4","78.93","0.00","-0.01"
"180.3","2484.79","4","78.41","0.00","-0.02"
"177.0","2487.27","4","78.27","0.00","-0.01"
"173.5","2489.70","4","78.65","0.00","0.02"
"170.2","2492.09","4","79.08","0.00","0.05"
"167.3","2494.43","4","80.22","0.00","0.04"
"165.0","2496.74","0","80.36","75.00","0.03"
"162.8","2499.02","3","80.22","0.00","-0.00"
"159.8","2501.26","3","81.08","0.00","-0.03"
"156.4","2503.46","3","82.18","0.00","-0.04"
"152.9","2505.61","3","81.70","0.00","-0.04"
"149.4","2507.71","3","80.36","0.00","-0.03"
"146.2","2509.77","3","78.60","0.00","-0.03"
"143.4","2511.78","3","76.41","0.00","-0.04"
"141.0","2513.76","3","73.98","0.00","-0.05"
"138.3","2515.70","3","70.74","0.00","-0.06"
"135.3","2517.60","3","67.93","0.00","-0.05"
"132.4","2519.47","3","64.64","0.00","-0.04"
"129.7","2521.29","3","62.06","0.00","-0.04"
"127.1","2523.07","3","59.06","0.00","-0.04"
"124.6","2524.82","3","56.39","0.00","-0.04"
"122.3","2526.54","3","54.82","0.00","-0.05"
"120.0","2528.22","3","53.63","0.00","-0.05"
"117.7","2529.87","3","52.34","0.00","-0.05"
"115.5","2531.49","3","50.86","0.00","-0.04"
"113.4","2533.08","3","50.01","0.00","-0.04"
"111.3","2534.64","3","50.15","0.00","-0.02"
"109.2","2536.17","3","50.15","0.00","-0.01"
"107.1","2537.67","0","50.67","48.96","0.01"
"105.0","2539.14","2","50.24","0.00","0.01"
"102.7","2540.58","2","49.53","0.00","0.01"
"100.7","2541.99","2","46.57","0.00","0.00"
"98.7","2543.36","2","43.54","0.00","0.00"
"96.8","2544.71","2","41.06","0.00","0.01"
"95.1","2546.04","2","38.58","0.00","0.03"
"93.4","2547.33","2","34.86","0.00","0.09"
"91.9","2548.60","2","30.48","0.00","0.19"
"90.5","2549.85","2","23.61","0.00","0.31"
"89.4","2551.08","2","16.76","0.00","0.43"
"88.6","2552.30","2","12.47","0.00","0.55"
"87.8","2553.51","2","7.66","0.00","0.66"
"87.3","2554.71","2","3.24","1.68","0.73"
"86.9","2555.90","2","0.00","4.41","0.79"
"86.7","2557.09","2","0.00","14.50","0.85"
"86.6","2558.27","2","0.00","20.69","0.91"
"86.7","2559.45","2","0.00","23.75","0.96"
"86.8","2560.63","2","0.00","24.46","1.00"
"86.8","2561.81","2","0.00","24.00","1.06"
"86.9","2562.99","2","0.00","23.13","1.13"
"86.9","2564.16","2","0.00","21.45","1.22"
"86.8","2565.34","2","0.00","21.06","1.26"
"86.8","2566.51","2","0.00","22.96","1.25"
"86.8","2567.69","2","0.00","22.64","1.22"
"86.8","2568.86","2","0.00","18.40","1.20"
"86.8","2570.03","2","0.00","13.09","1.20"
"86.6","2571.20","2","0.00","9.08","1.23"
"86.5","2572.37","2","0.00","7.47","1.24"
"86.0","2573.53","2","0.00","7.77","1.17"
"85.9","2574.68","2","0.00","9.30","1.08"
"85.7","2575.84","2","0.00","9.47","1.00"
"85.4","2576.99","2","0.00","9.37","1.00"
"85.3","2578.14","2","0.00","8.98","1.07"
"85.0","2579.29","2","0.00","8.73","1.16"
"84.8","2580.43","2","0.00","8.73","1.23"
"84.6","2581.57","2","0.00","8.73","1.27"
"84.3","2582.71","2","0.00","8.83","1.27"
"84.1","2583.84","2","0.00","8.88","1.27"
"83.9","2584.97","2","0.00","8.68","1.31"
"83.6","2586.09","2","0.00","8.21","1.41"
"83.4","2587.21","2","0.00","7.60","1.59"
"83.1","2588.32","2","0.00","6.88","1.74"
"82.8","2589.43","2","0.00","6.26","1.80"
"82.4","2590.53","2","0.00","5.77","1.78"
"82.0","2591.64","2","0.00","5.57","1.72"
"81.7","2592.74","2","0.00","5.57","1.66"
"81.4","2593.84","2","0.00","5.84","1.68"
"81.1","2594.94","2","0.00","6.68","1.75"
"80.8","2596.04","2","0.00","7.60","1.82"
"80.5","2597.14","2","0.00","11.54","1.83"
"80.3","2598.25","2","0.00","14.38","1.81"
"80.1","2599.36","2","0.00","20.25","1.70"
"79.9","2600.47","2","0.00","31.32","1.58"
"80.2","2601.59","2","0.00","39.26","1.48"
"80.4","2602.72","2","0.00","46.46","1.39"
"80.8","2603.86","2","0.00","53.83","1.33"
"81.3","2605.00","2","0.00","60.37","1.33"
"81.8","2606.15","2","0.00","64.19","1.31"
"82.5","2607.31","2","0.00","66.81","1.27"
"83.1","2608.47","2","0.00","68.58","1.21"
"83.8","2609.65","2","0.00","69.57","1.14"
"84.5","2610.83","2","0.00","70.43","1.08"
"85.2","2612.02","2","0.00","70.78","1.02"
"85.9","2613.21","2","0.00","71.12","0.98"
"86.6","2614.40","2","0.00","71.64","0.95"
"87.3","2615.61","2","0.00","72.11","0.92"
"88.1","2616.82","2","0.00","72.38","0.86"
"88.8","2618.04","2","0.00","72.38","0.77"
"89.5","2619.26","2","0.00","72.26","0.65"
"90.3","2620.50","2","0.00","72.38","0.49"
"91.0","2621.74","2","0.00","72.26","0.32"
"91.8","2623.00","2","0.00","72.06","0.15"
"92.5","2624.26","2","0.00","71.44","0.01"
"93.2","2625.55","2","0.00","70.21","-0.15"
"93.9","2626.85","2","0.00","68.80","-0.32"
"94.6","2628.16","2","0.00","67.74","-0.51"
"95.3","2629.49","2","0.00","66.44","-0.68"
"95.9","2630.82","2","0.00","64.91","-0.80"
"96.5","2632.16","2","0.00","63.90","-0.87"
"97.1","2633.51","2","0.00","63.28","-0.88"
"97.7","2634.88","2","0.00","60.27","-0.87"
"98.1","2636.24","2","0.00","42.17","-0.93"
"98.3","2637.62","2","0.00","23.38","-1.09"
"98.1","2639.01","2","0.00","13.12","-1.30"
"97.9","2640.39","2","0.00","8.04","-1.50"
"97.5","2641.78","2","0.00","5.82","-1.63"
"97.0","2643.17","2","0.00","4.91","-1.68"
"96.6","2644.56","2","0.00","4.76","-1.65"
"96.1","2645.95","2","0.00","4.56","-1.60"
"95.7","2647.35","2","0.00","4.54","-1.57"
"95.3","2648.74","2","0.00","4.66","-1.56"
"94.9","2650.13","2","0.00","6.07","-1.56"
"94.5","2651.51","2","0.00","8.61","-1.55"
"94.1","2652.89","2","0.00","8.85","-1.53"
"93.7","2654.25","2","0.00","8.68","-1.53"
"93.4","2655.60","2","0.00","7.82","-1.54"
"93.1","2656.94","2","0.00","7.10","-1.57"
"92.7","2658.28","2","0.00","6.68","-1.62"
"92.3","2659.59","2","0.00","6.76","-1.61"
"92.0","2660.90","2","0.00","7.82","-1.56"
"91.6","2662.20","2","0.00","11.10","-1.51"
"91.4","2663.50","2","0.00","16.87","-1.48"
"91.2","2664.78","2","0.00","24.34","-1.48"
"91.3","2666.07","2","0.00","33.96","-1.49"
"91.5","2667.36","2","0.00","40.64","-1.50"
"91.7","2668.65","2","0.00","45.77","-1.49"
"92.1","2669.94","2","0.00","52.95","-1.45"
"92.5","2671.24","2","0.00","57.71","-1.41"
"93.0","2672.55","2","0.00","61.95","-1.37"
"93.6","2673.86","2","0.00","65.80","-1.33"
"94.3","2675.19","2","0.00","69.54","-1.26"
"95.0","2676.52","2","0.00","74.28","-1.17"
"95.7","2677.86","2","0.00","77.63","-1.08"
"96.6","2679.20","2","0.00","80.76","-1.00"
"97.5","2680.56","2","0.00","84.02","-0.93"
"98.4","2681.92","2","0.00","89.32","-0.86"
"99.5","2683.30","2","0.00","95.91","-0.80"
"100.6","2684.69","2","0.00","100.00","-0.74"
"101.8","2686.10","2","0.00","100.00","-0.74"
"102.9","2687.52","2","0.00","100.00","-0.79"
"104.0","2688.95","2","0.00","100.00","-0.87"
"105.2","2690.40","2","0.00","100.00","-0.92"
"106.3","2691.86","2","0.00","100.00","-0.91"
"107.4","2693.34","2","0.00","100.00","-0.84"
"108.6","2694.84","2","0.00","100.00","-0.78"
"109.7","2696.35","2","0.00","100.00","-0.77"
"110.8","2697.87","2","0.00","100.00","-0.78"
"111.8","2699.41","2","0.00","100.00","-0.78"
"112.9","2700.97","2","0.00","100.00","-0.78"
"114.0","2702.55","2","0.00","100.00","-0.77"
"115.1","2704.14","2","0.00","100.00","-0.76"
"116.2","2705.75","2","0.00","100.00","-0.75"
"117.3","2707.38","2","0.00","100.00","-0.71"
"118.3","2709.02","2","0.00","100.00","-0.67"
"119.4","2710.67","2","0.00","100.00","-0.69"
"120.4","2712.33","2","0.00","100.00","-0.76"
"121.5","2714.01","2","0.00","100.00","-0.83"
"122.5","2715.71","2","0.00","100.00","-0.85"
"123.5","2717.42","2","0.00","100.00","-0.79"
"124.5","2719.14","2","0.00","100.00","-0.67"
"125.5","2720.87","2","0.00","100.00","-0.54"
"126.6","2722.63","2","0.00","100.00","-0.44"
"127.5","2724.39","2","0.00","100.00","-0.38"
"128.6","2726.18","2","0.00","100.00","-0.34"
"129.6","2727.97","2","0.00","100.00","-0.32"
"130.6","2729.79","2","0.00","100.00","-0.31"
"131.6","2731.62","2","0.00","100.00","-0.34"
"132.6","2733.47","2","0.00","100.00","-0.39"
"133.6","2735.33","2","0.00","100.00","-0.44"
"134.5","2737.21","2","0.00","100.00","-0.46"
"135.4","2739.11","2","0.00","100.00","-0.46"
"136.4","2741.01","2","0.00","100.00","-0.45"
"137.3","2742.93","2","0.00","100.00","-0.44"
"138.2","2744.86","2","0.00","100.00","-0.44"
"138.5","2746.80","0","0.00","100.00","-0.43"
"138.8","2748.74","3","0.00","100.00","-0.44"
"139.8","2750.69","3","0.00","100.00","-0.48"
"140.5","2752.65","3","0.00","100.00","-0.53"
"141.4","2754.62","3","0.00","100.00","-0.60"
"142.2","2756.61","3","0.00","100.00","-0.66"
"143.0","2758.61","3","0.00","100.00","-0.71"
"143.8","2760.62","3","0.00","100.00","-0.73"
"144.6","2762.64","3","0.00","100.00","-0.72"
"145.3","2764.67","3","0.00","100.00","-0.67"
"146.1","2766.72","3","0.00","100.00","-0.62"
"146.9","2768.78","3","0.00","100.00","-0.60"
"147.6","2770.85","3","0.00","100.00","-0.60"
"148.4","2772.94","3","0.00","100.00","-0.62"
"149.1","2775.04","3","0.00","100.00","-0.65"
"149.9","2777.15","3","0.00","100.00","-0.67"
"150.7","2779.27","3","0.00","100.00","-0.64"
"151.4","2781.39","3","0.00","100.00","-0.61"
"152.1","2783.53","3","0.00","100.00","-0.60"
"152.9","2785.67","3","0.00","100.00","-0.55"
"153.6","2787.82","3","0.00","100.00","-0.52"
"154.4","2789.98","3","0.00","100.00","-0.52"
"155.1","2792.15","3","0.00","100.00","-0.54"
"155.9","2794.33","3","0.00","100.00","-0.56"
"156.6","2796.52","3","0.00","100.00","-0.58"
"157.3","2798.72","3","0.00","100.00","-0.63"
"158.0","2800.93","3","0.00","100.00","-0.70"
"158.7","2803.16","3","0.00","100.00","-0.73"
"159.4","2805.39","3","0.00","100.00","-0.73"
"160.1","2807.63","3","0.00","89.40","-0.71"
"160.6","2809.89","3","0.00","87.50","-0.69"
"161.1","2812.15","3","0.00","87.50","-0.69"
"161.6","2814.42","3","0.00","84.91","-0.73"
"162.1","2816.70","3","0.00","80.37","-0.78"
"162.5","2818.98","3","0.00","76.74","-0.76"
"162.8","2821.26","3","0.00","71.17","-0.70"
"163.1","2823.55","3","0.00","67.20","-0.66"
"163.3","2825.83","3","0.00","64.91","-0.67"
"163.6","2828.10","3","0.00","62.69","-0.70"
"163.7","2830.38","3","0.00","61.63","-0.74"
"163.9","2832.66","3","0.00","61.63","-0.77"
"164.1","2834.93","3","0.00","61.68","-0.79"
"164.3","2837.20","3","0.00","61.68","-0.78"
"164.4","2839.46","3","0.00","61.63","-0.75"
"164.6","2841.73","3","0.00","60.99","-0.76"
"164.8","2843.99","3","0.00","59.46","-0.83"
"164.9","2846.26","3","0.00","56.70","-0.90"
"165.0","2848.52","3","0.00","54.16","-0.90"
"165.0","2850.79","3","0.00","53.96","-0.86"
"165.0","2853.05","3","0.00","55.68","-0.81"
"165.2","2855.31","3","0.00","64.83","-0.77"
"165.4","2857.58","3","0.00","75.12","-0.73"
"165.8","2859.85","3","0.00","85.33","-0.72"
"166.3","2862.13","3","0.00","91.71","-0.72"
"166.8","2864.41","3","0.00","97.39","-0.75"
"167.4","2866.70","3","0.00","100.00","-0.77"
"167.9","2868.99","3","0.00","100.00","-0.74"
"168.5","2871.29","3","0.00","100.00","-0.67"
"169.1","2873.60","3","0.00","100.00","-0.61"
"169.6","2875.92","3","0.00","100.00","-0.59"
"170.2","2878.24","3","0.00","100.00","-0.62"
"170.8","2880.57","3","0.00","100.00","-0.68"
"171.4","2882.91","3","0.00","100.00","-0.72"
"171.7","2885.26","0","0.00","100.00","-0.73"
"171.6","2887.61","4","0.00","100.00","-0.70"
"172.2","2889.96","4","0.00","100.00","-0.67"
"172.7","2892.32","4","0.00","100.00","-0.62"
"173.3","2894.69","4","0.00","100.00","-0.59"
"173.8","2897.07","4","0.00","100.00","-0.56"
"174.3","2899.46","4","0.00","100.00","-0.52"
"174.8","2901.86","4","0.00","100.00","-0.50"
"175.4","2904.26","4","0.00","100.00","-0.47"
"175.9","2906.68","4","0.00","100.00","-0.43"
"176.4","2909.11","4","0.00","100.00","-0.35"
"177.0","2911.55","4","0.00","100.00","-0.26"
"177.5","2913.99","4","0.00","100.00","-0.17"
"178.1","2916.45","4","0.00","100.00","-0.11"
"178.7","2918.92","4","0.00","100.00","-0.06"
"179.3","2921.39","4","0.00","100.00","-0.02"
"179.8","2923.86","4","0.00","100.00","0.03"
"180.4","2926.34","4","0.00","100.00","0.07"
"181.0","2928.83","4","0.00","100.00","0.08"
"181.6","2931.33","4","0.00","100.00","0.07"
"182.2","2933.84","4","0.00","100.00","0.07"
"182.7","2936.36","4","0.00","100.00","0.09"
"183.3","2.44","4","0.00","100.00","0.12"
"183.8","4.98","4","0.00","100.00","0.14"
"184.4","7.53","4","0.00","100.00","0.14"
"185.0","10.09","4","0.00","100.00","0.12"
"185.5","12.66","4","0.00","100.00","0.08"
"186.0","15.24","4","0.00","100.00","0.07"
"186.6","17.82","4","0.00","100.00","0.07"
"187.1","20.41","4","0.00","100.00","0.07"
"187.7","23.02","4","0.00","100.00","0.07"
"188.2","25.62","4","0.00","100.00","0.05"
"188.7","28.24","4","0.00","100.00","0.03"
"189.3","30.87","4","0.00","100.00","0.02"
"189.8","33.50","4","0.00","100.00","0.02"
"190.3","36.14","4","0.00","100.00","0.02"
"190.8","38.78","4","0.00","100.00","0.01"
"191.4","41.44","4","0.00","100.00","0.00"
"191.9","44.10","4","0.00","100.00","-0.00"
"192.4","46.77","4","0.00","100.00","-0.00"
"192.9","49.44","4","0.00","100.00","0.01"
"193.4","52.12","4","0.00","100.00","0.01"
"193.9","54.81","4","0.00","100.00","0.00"
"194.4","57.51","4","0.00","100.00","-0.01"
"194.9","60.21","4","0.00","100.00","-0.01"
"195.4","62.92","4","0.00","100.00","0.00"
"195.9","65.64","4","0.00","100.00","0.02"
"196.4","68.36","4","0.00","100.00","0.02"
"196.8","71.10","4","0.00","100.00","0.01"
"197.3","73.83","4","0.00","100.00","0.00"
"197.8","76.58","4","0.00","100.00","-0.00"
"198.3","79.33","4","0.00","100.00","-0.01"
"198.7","82.08","4","0.00","100.00","-0.00"
"199.2","84.85","4","0.00","100.00","-0.00"
"199.7","87.61","4","0.00","100.00","-0.01"
"200.1","90.39","4","0.00","100.00","-0.01"
"200.5","93.17","4","0.00","100.00","-0.00"
"201.0","95.96","4","0.00","100.00","0.00"
"201.4","98.75","4","0.00","100.00","0.00"
"201.9","101.56","4","0.00","100.00","-0.01"
"202.3","104.36","4","0.00","100.00","-0.01"
"202.7","107.17","4","0.00","100.00","-0.01"
"203.1","109.99","4","0.00","100.00","0.01"
"203.5","112.82","4","0.00","100.00","0.02"
"204.0","115.65","4","0.00","100.00","0.01"
"204.4","118.48","4","0.00","100.00","0.00"
"204.8","121.32","4","0.00","100.00","-0.00"
"205.2","124.17","4","0.00","100.00","-0.00"
"205.6","127.02","4","0.00","100.00","-0.00"
"206.0","129.88","4","0.00","100.00","0.01"
"206.3","132.74","4","0.00","100.00","0.01"
"206.7","135.61","4","0.00","100.00","0.00"
"207.1","138.49","4","0.00","100.00","-0.00"
"207.5","141.36","4","0.00","100.00","-0.00"
"207.6","144.25","0","0.00","100.00","0.01"
"207.5","147.13","5","0.00","100.00","0.02"
"208.0","150.02","5","0.00","100.00","0.01"
"208.4","152.91","5","0.00","100.00","-0.00"
"208.7","155.80","5","0.00","100.00","-0.01"
"209.1","158.70","5","0.00","100.00","0.00"
"209.4","161.61","5","0.00","100.00","0.00"
"209.8","164.52","5","0.00","100.00","-0.00"
"210.2","167.43","5","0.00","100.00","-0.00"
"210.6","170.36","5","0.00","100.00","-0.01"
"210.9","173.28","5","0.00","100.00","-0.00"
"211.3","176.21","5","0.00","100.00","0.00"
"211.6","179.15","5","0.00","100.00","-0.00"
"212.0","182.09","5","0.00","100.00","-0.01"
"212.4","185.04","5","0.00","100.00","-0.01"
"212.7","187.99","5","0.00","100.00","-0.00"
"213.0","190.95","5","0.00","100.00","0.00"
"213.4","193.91","5","0.00","100.00","-0.00"
"213.8","196.87","5","0.00","100.00","-0.00"
"214.1","199.85","5","0.00","100.00","0.00"
"214.5","202.82","5","0.00","100.00","0.01"
"214.8","205.80","5","0.00","100.00","0.01"
"215.1","208.79","5","0.00","100.00","0.02"
"215.5","211.78","5","0.00","100.00","0.02"
"215.8","214.77","5","0.00","100.00","0.01"
"216.2","217.77","5","0.00","100.00","-0.00"
"216.5","220.78","5","0.00","100.00","-0.00"
"216.8","223.79","5","0.00","100.00","-0.00"
"217.1","226.80","5","0.00","100.00","0.01"
"217.5","229.82","5","0.00","100.00","0.01"
"217.8","232.84","5","0.00","100.00","0.01"
"218.1","235.87","5","0.00","100.00","0.01"
"218.4","238.90","5","0.00","100.00","0.00"
"218.8","241.93","5","0.00","100.00","-0.00"
"219.1","244.97","5","0.00","100.00","-0.01"
"219.4","248.02","5","0.00","100.00","-0.00"
"219.7","251.07","5","0.00","100.00","0.00"
"220.0","254.12","5","0.00","100.00","0.01"
"220.4","257.18","5","0.00","100.00","0.01"
"220.7","260.24","5","0.00","100.00","0.00"
"221.0","263.31","5","0.00","100.00","0.00"
"221.3","266.38","5","0.00","100.00","0.00"
"221.6","269.45","5","0.00","100.00","0.01"
"221.9","272.53","5","0.00","100.00","0.03"
"222.2","275.61","5","0.00","100.00","0.03"
"222.5","278.70","5","0.00","100.00","0.03"
"222.8","281.79","5","0.00","100.00","0.03"
"223.1","284.89","5","0.00","100.00","0.03"
"223.4","287.99","5","0.00","100.00","0.02"
"223.6","291.09","5","0.00","98.62","0.00"
"223.9","294.20","5","0.38","90.16","-0.01"
"224.0","297.31","5","5.53","72.68","-0.00"
"223.7","300.41","5","12.28","46.71","0.01"
"222.9","303.52","5","18.48","27.97","-0.01"
"221.8","306.60","5","28.05","16.37","-0.03"
"220.3","309.67","5","34.39","10.11","-0.04"
"218.4","312.72","5","39.39","6.93","-0.05"
"216.4","315.74","5","44.35","5.13","-0.04"
"214.3","318.73","5","47.29","3.77","-0.03"
"212.0","321.69","5","48.43","2.54","-0.01"
"209.7","324.61","5","48.29","1.75","-0.02"
"207.3","327.51","5","47.96","1.48","-0.02"
"205.0","330.37","5","47.38","1.16","-0.03"
"202.7","333.20","5","46.24","1.04","-0.04"
"200.6","336.00","5","44.63","1.04","-0.06"
"198.4","338.77","5","42.11","0.99","-0.09"
"196.4","341.51","5","40.20","0.94","-0.14"
"194.4","344.22","5","37.86","0.94","-0.20"
"192.5","346.90","5","34.58","0.94","-0.25"
"190.8","349.55","5","28.91","0.94","-0.30"
"189.2","352.18","5","21.86","0.94","-0.32"
"187.9","354.79","5","15.43","1.01","-0.33"
"186.9","357.39","5","10.14","1.18","-0.36"
"186.0","359.97","5","5.29","1.33","-0.42"
"185.3","362.54","5","1.81","1.43","-0.48"
"184.7","365.10","5","0.00","1.53","-0.54"
"184.2","367.65","5","0.00","1.53","-0.55"
"183.6","370.20","5","0.00","1.97","-0.52"
"183.0","372.75","5","0.00","2.56","-0.48"
"182.5","375.28","5","0.00","3.06","-0.43"
"181.9","377.81","5","0.00","3.53","-0.39"
"181.4","380.34","5","0.00","6.98","-0.35"
"180.9","382.86","5","0.00","17.48","-0.31"
"180.6","385.38","5","0.00","32.73","-0.29"
"180.5","387.89","5","0.00","43.08","-0.31"
"180.4","390.41","5","0.00","47.00","-0.34"
"180.4","392.92","5","0.00","50.16","-0.40"
"180.4","395.43","5","0.00","55.27","-0.46"
"180.4","397.94","5","0.00","58.69","-0.53"
"180.5","400.46","5","0.00","59.04","-0.59"
"180.5","402.98","5","0.00","59.51","-0.61"
"180.6","405.49","5","0.00","62.10","-0.58"
"180.6","408.01","5","0.00","63.28","-0.51"
"180.7","410.54","5","0.00","63.35","-0.50"
"180.8","413.06","5","0.00","62.79","-0.57"
"180.8","415.59","5","0.00","59.78","-0.66"
"180.8","418.13","5","0.00","57.39","-0.67"
"180.8","420.66","5","0.00","57.04","-0.64"
"180.8","423.20","5","0.00","58.13","-0.61"
"180.8","425.74","5","0.00","62.27","-0.63"
"180.9","428.29","5","0.00","67.82","-0.69"
"181.0","430.85","5","0.00","71.32","-0.72"
"181.1","433.40","5","0.00","76.57","-0.73"
"181.3","435.96","5","0.00","83.06","-0.72"
"181.5","438.52","5","0.00","88.48","-0.69"
"181.8","441.07","5","0.00","93.09","-0.66"
"182.2","443.63","5","0.00","97.24","-0.65"
"182.5","446.19","5","0.00","100.00","-0.67"
"182.9","448.76","5","0.00","100.00","-0.68"
"183.3","451.32","5","0.00","100.00","-0.65"
"183.7","453.90","5","0.00","100.00","-0.60"
"184.1","456.47","5","0.00","100.00","-0.57"
"184.5","459.06","5","0.00","100.00","-0.57"
"184.9","461.64","5","0.00","100.00","-0.59"
"185.3","464.24","5","0.00","100.00","-0.56"
"185.7","466.84","5","0.00","100.00","-0.52"
"186.1","469.44","5","0.00","100.00","-0.50"
"186.5","472.06","5","0.00","100.00","-0.52"
"186.9","474.67","5","0.00","100.00","-0.54"
"187.2","477.29","5","0.00","100.00","-0.54"
"187.6","479.91","5","0.00","100.00","-0.51"
"188.0","482.53","5","0.00","100.00","-0.47"
"188.4","485.15","5","0.00","100.00","-0.47"
"188.8","487.78","5","0.00","100.00","-0.49"
"189.2","490.41","5","0.00","100.00","-0.51"
"189.5","493.05","5","0.00","100.00","-0.53"
"189.9","495.69","5","0.00","100.00","-0.53"
"190.3","498.34","5","0.00","100.00","-0.49"
"190.6","500.98","5","0.00","100.00","-0.43"
"191.0","503.64","5","0.00","100.00","-0.38"
"191.4","506.30","5","0.00","100.00","-0.35"
"191.8","508.96","5","0.00","100.00","-0.32"
"192.2","511.63","5","0.00","100.00","-0.26"
"192.5","514.31","5","0.00","100.00","-0.22"
"192.9","516.99","5","0.00","100.00","-0.25"
"193.3","519.68","5","0.00","100.00","-0.25"
"193.7","522.38","5","0.00","100.00","-0.17"
"194.1","525.07","5","0.00","100.00","-0.08"
"194.5","527.78","5","0.00","100.00","-0.04"
"195.0","530.48","5","0.00","100.00","-0.02"
"195.4","533.20","5","0.00","100.00","0.01"
"195.8","535.92","5","0.00","100.00","0.06"
"196.2","538.64","5","0.00","96.25","0.10"
"196.5","541.37","5","0.00","89.15","0.14"
"196.8","544.10","5","0.00","84.04","0.19"
"197.0","546.83","5","0.00","80.57","0.23"
"197.2","549.57","5","0.00","75.98","0.27"
"197.4","552.31","5","0.00","71.96","0.31"
"197.5","555.05","5","0.00","68.80","0.34"
"197.6","557.79","5","0.00","65.99","0.33"
"197.7","560.53","5","0.00","64.88","0.29"
"197.7","563.27","5","0.00","64.88","0.26"
"197.8","566.01","5","0.00","65.01","0.24"
"197.9","568.75","5","0.00","64.96","0.23"
"197.9","571.49","5","0.00","66.44","0.21"
"198.0","574.24","5","0.00","68.46","0.17"
"198.1","576.99","5","0.00","70.23","0.16"
"198.3","579.74","5","0.00","71.89","0.17"
